ID	charge	outil	n_burst	debut_burst	duree_burst	duree_pause	duree_cycle	pct_burst	pct_pause	longueur_burst	burst	startPos	endPos	docLength	categ	charBurst	ratio	Colonne1
P+S1	+	TW	12	"184,604"	"18,136"	"17,32"	"35,456"	"0,511507220217"	"0,488492779783"	67	De plus nous pouvons souligner le fait que la médecine alternative 	363	428	428	P	L'u⌫⌫⌫De␣plus␣nous␣pouvons␣com⌫⌫⌫souligner␣le␣fait␣que␣la␣médecine␣alternative␣	"1,04711316397"	
P+S1	+	TW	13	"204,732"	"7,736"	"1,992"	"9,728"	"0,795230263158"	"0,204769736842"	31	n'utilise pas que les croyances	428	459	459	RB	n'utilisepas⌫⌫⌫␣pas␣que␣les␣croyances	"3,88353413655"	
P+S1	+	TW	14	"214,996"	"0,4"	"2,528"	"2,928"	"0,136612021858"	"0,863387978142"	2	", "	459	461	461	P	",␣"	"0,158227848101"	
P+S1	+	TW	15	"218,02"	"6,183"	"2,624"	"8,807"	"0,702055183377"	"0,297944816623"	36	les remèdes naturelles sont en effet	461	483	497	P	les␣remèdes␣naturelles␣sont␣en␣effet	"2,35632621951"	
P+S1	+	TW	16	"228,123"	248	"3,92"	"4,168"	"0,0595009596929"	"0,940499040307"	0		482	483	495	RB	⌫⌫	"0,0632653061224"	
P+S1	+	TW	17	"232,035"	"64,68"	"3,664"	"68,344"	"0,946388856374"	"0,0536111436264"	230	t énormément mis en avant contrairement à la médecine actuelle qui même si elle s'avère efficace utilise pour la plupart du temps des médicaments plus ou moins chimique pouvant parfois être plus nocif que la maladie en elle-même. 	495	724	724	P	␣beaucoup⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫t␣énom⌫rmément␣mis␣en␣avant␣contrairement␣à␣la␣médecine␣actuelle␣qui␣mêms⌫e␣si␣elle␣s'avère␣efficace␣ut'ilise␣la␣⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫ilise␣pour␣la␣plupart␣dut⌫␣temps␣des␣médicament␣⌫s␣plus␣ou␣moins␣chimisuq⌫⌫que⌫⌫⌫⌫que␣pouvant␣parfois␣être␣plus␣nocif␣que␣la␣maladie␣en␣elle-même.␣	"17,6528384279"	
P+S1	+	TW	18	"303,019"	"9,256"	"6,304"	"15,56"	"0,594858611825"	"0,405141388175"	58	"Cependant, si nous devons faire une comparaison entre ces "	724	782	782	P	"Cependant,␣si␣nous␣devons␣faire␣une␣comparaison␣entre␣ces␣"	"1,46827411168"	
P+S1	+	TW	19	"313,827"	"20,751"	"1,552"	"22,303"	"0,930412948931"	"0,0695870510694"	100	"deux méthodes médicales, il s'avère être vrai que la médecine alternative pose beaucoup de problème "	782	882	882	P	"deux␣méthodes␣médicales,␣il␣s'avère␣être␣vrai␣que␣la␣médecine␣alternative␣pose␣beaucoup␣de␣problème␣"	"13,3704896907"	
P+S1	+	TW	20	"346,314"	"0,6"	"11,736"	"12,336"	"0,0486381322957"	"0,951361867704"	5	 peut	855	864	887	RB	␣peut	"0,0511247443763"	
P+S1	+	TW	21	"349,466"	208	"2,552"	"2,76"	"0,0753623188406"	"0,924637681159"	1	é	865	887	887	RB	⌫é	"0,0815047021944"	
P+S1	+	TW	22	"351,914"	"1,32"	"2,24"	"3,56"	"0,370786516854"	"0,629213483146"	2	s 	886	888	889	P	s␣	"0,589285714286"	
P+S1	+	TW	23	"357,034"	"2,088"	"3,8"	"5,888"	"0,354619565217"	"0,645380434783"	11	à nos jours	888	899	900	P	à␣nos␣jours	"0,549473684211"	
P+S1	+	TW	24	"361,49"	"20,592"	"2,368"	"22,96"	"0,896864111498"	"0,103135888502"	103	", en effet une partie de cette médecine ce basant aux ancienne croyances, les erreurs médicale de diago"	899	1002	1003	P	",␣en␣f⌫effet␣une␣partie␣de␣cette␣médecine␣ce␣basant␣aux␣ancienne␣croyances,␣les␣erreurs␣médicale␣de␣diago"	"8,69594594595"	
P+S1	+	TW	25	"384,082"	"6,272"	2	"8,272"	"0,758220502901"	"0,241779497099"	29	nostic ce font beaucoup plus 	1002	1030	1031	RB	⌫nostic␣ce␣font␣é⌫beaucoup␣plus␣	"3,136"	
P+S1	+	TW	26	"396,874"	"5,344"	"6,52"	"11,864"	"0,450438300742"	"0,549561699258"	23	qu'en médecine moderner	1030	1053	1054	P	qu'en␣médecine␣moderner	"0,81963190184"	
P+S1	+	TW	27	"404,426"	"23,712"	"2,208"	"25,92"	"0,914814814815"	"0,0851851851852"	95	 et malheureusement dans certains cas des erreurs comme celles-ci peuvent parfois être fatale. 	1053	1147	1148	RB	⌫␣et␣malheureusement␣dans␣certains␣cas␣des␣erreurs␣de␣diag⌫⌫⌫⌫⌫⌫⌫comme␣cells-ci␣peu⌫⌫⌫⌫⌫⌫⌫⌫es-ci␣peuvent␣parfois␣être␣fatale.␣	"10,7391304348"	
P+S1	+	TW	28	"448,865"	"34,184"	"20,727"	"54,911"	"0,622534646974"	"0,377465353026"	171	"La médecine alternative pose aussi problème dans le sens où elle ne progresse pas contrairement à la medecine moderne, cette dernière dispose des dernières technologie et "	1147	1318	1319	P	"La␣médecine␣alternative␣pose␣aussi␣problème␣dans␣le␣sens␣où␣elle␣ne␣progresse␣pas␣contrairement␣à␣la␣medecine␣moderne,␣cette␣dernière␣dispose␣des␣dernières␣technologiqu⌫⌫e␣et␣"	"1,64924977083"	
P+S1	+	TW	29	"486,145"	"3,544"	"3,096"	"6,64"	"0,533734939759"	"0,466265060241"	18	", connaissance et "	1318	1332	1333	RB	"⌫⌫⌫⌫,␣connaissance␣et␣"	"1,14470284238"	
P+S1	+	TW	30	"492,281"	"27,064"	"2,592"	"29,656"	"0,912597787969"	"0,0874022120313"	121	recherches afin de découvrir de nouvelles maladies pathogène mais aussi afin de trouver un antidote contre ces derniers. 	1332	1453	1454	P	recherches␣afin␣de␣découvrir␣de␣nouvelles␣maladie␣⌫s␣pathogène␣mais␣aussi␣afin␣de␣trouver␣un␣antidote␣cotre␣c⌫⌫⌫⌫⌫ntre␣ces␣derniers.␣	"10,4413580247"	
P+S1	+	TW	31	"536,273"	"14,087"	"16,928"	"31,015"	"0,454199580848"	"0,545800419152"	46	"Malheureusement en médecine, il est important "	1453	1499	1500	P	"Mla⌫⌫alheureusemet⌫nt␣en␣médecine,␣il␣est␣important␣"	"0,832171550095"	
P+S1	+	TW	32	553	"10,768"	"2,64"	"13,408"	"0,803102625298"	"0,196897374702"	47	de bien connaître la maladie afin de la soignée	1499	1546	1547	P	de␣bien␣connaô⌫ître␣la␣maldie␣⌫⌫⌫⌫adie␣afin␣de␣la␣soignée	"4,07878787879"	
P+S1	+	TW	33	"586,712"	"18,216"	"22,944"	"41,16"	"0,442565597668"	"0,557434402332"	91	 et ce n'est pas toujours le cas de la médecine alternative même si cette dernière dispose 	1546	1637	1638	P	␣et␣ce␣n'est␣pas␣toujours␣le␣cas␣de␣la␣médecine␣alternative␣même␣si␣cetted⌫d⌫␣dernière␣dispose␣	"0,793933054393"	
P+S1	+	TW	34	"608,72"	"13,776"	"3,792"	"17,568"	"0,784153005464"	"0,215846994536"	66	aussi de remède pouvant être plus efficace qu'en médecine moderne.	1637	1703	1704	P	aussi␣de␣remède␣pouvant␣être␣plus␣afi⌫f⌫⌫⌫efficace␣qu'en␣médecine␣moderne.	"3,63291139241"	
P+S1	+	TW	35	"636,112"	"0,12"	"13,616"	"13,736"	"0,00873616773442"	"0,991263832266"	1	 	1703	1704	1705	P	␣	"0,00881316098707"	
P+S1	+	TW	36	"671,359"	"0,36"	"35,127"	"35,487"	"0,0101445599797"	"0,98985544002"	1	s	161	256	1704	R	⌫⌫s	"0,0102485267743"	
P+S1	+	TW	37	"691,927"	88	"20,208"	"20,296"	"0,00433582972014"	"0,99566417028"	1	 	307	308	1705	R	␣	"0,00435471100554"	
P+S1	+	TW	38	"698,815"	"29,688"	"6,8"	"36,488"	"0,813637360228"	"0,186362639772"	122	 du aux croyance et autre connaissances antètieures et même si elle est dépassé sur certains cas de maladie à l'heure actu	308	428	1825	R	"⌫⌫␣du␣aux␣croyance␣et␣autre␣connaissances␣antètieures,␣⌫⌫␣et␣même␣si␣elle␣est␣dépassé␣sur␣certains␣cas␣de␣maladie␣à␣l'heure␣actu"	"4,36588235294"	
P+S1	+	TW	39	"730,095"	"1,128"	"1,592"	"2,72"	"0,414705882353"	"0,585294117647"	4	elle	428	432	1829	R	elle	"0,708542713568"	
P+S1	+	TW	40	"745,615"	"1,071"	"14,392"	"15,463"	"0,0692621095518"	"0,930737890448"	9	 au final	583	691	1838	R	␣au␣final	"0,0744163424125"	
P+S1	+	TW	41	"755,454"	248	"8,768"	"9,016"	"0,0275066548358"	"0,972493345164"	1	t	643	643	1838	R	⌫t	"0,0282846715328"	
P+S1	+	TW	42	"778,206"	"3,24"	"22,504"	"25,744"	"0,125854568055"	"0,874145431945"	18	 et pouvant créer 	855	873	1856	R	␣et␣pouvant␣créer␣	"0,14397440455"	
P+S1	+	TW	43	"785,214"	"11,92"	"3,768"	"15,688"	"0,759816420194"	"0,240183579806"	47	d'autre problèmes médicaux chez le plus patient	873	919	1903	R	d'autre␣problème␣⌫s␣méi⌫dixau⌫⌫⌫caux␣chez␣le␣plus␣patient	"3,16348195329"	
P+S1	+	TW	44	"800,422"	"3,96"	"3,288"	"7,248"	"0,546357615894"	"0,453642384106"	20	 plus ou moins grave	899	919	1923	R	␣plus␣ou␣moins␣grave	"1,20437956204"	
P+S1	+	TW	45	"824,054"	"2,336"	"19,672"	"22,008"	"0,106143220647"	"0,893856779353"	12	 malgré tout	1078	1090	1935	R	␣malgré␣tout	"0,118747458316"	
P+S1	+	TW	46	"833,246"	"0,08"	"6,856"	"6,936"	"0,0115340253749"	"0,988465974625"	1	 	1117	1118	1936	R	␣	"0,0116686114352"	
P+S1	+	TW	47	"836,902"	"3,4"	"3,576"	"6,976"	"0,487385321101"	"0,512614678899"	16	 et erreurs médi	1117	1133	1952	R	␣et␣erreurs␣médi	"0,950782997763"	
P+S1	+	TW	48	"843,798"	584	"3,496"	"4,08"	"0,143137254902"	"0,856862745098"	3	cal	1133	1136	1955	R	cal	"0,16704805492"	
P+S1	+	TW	49	"856,35"	248	"11,968"	"12,216"	"0,0203012442698"	"0,97969875573"	1	s	1190	1196	1955	R	⌫s	"0,0207219251337"	
P+S1	+	TW	50	"859,645"	"1,76"	"3,047"	"4,807"	"0,366132723112"	"0,633867276888"	7	sur les	1202	1214	1959	R	⌫⌫⌫sur␣les	"0,57761732852"	
P+S1	+	TW	51	"863,485"	56	"2,08"	"2,136"	"0,0262172284644"	"0,973782771536"	1	s	1215	1221	1960	R	s	"0,0269230769231"	
P+S1	+	TW	52	"874,909"	184	"11,368"	"11,552"	"0,0159279778393"	"0,984072022161"	1	s	1264	1355	1960	R	⌫s	"0,0161857846587"	
P+S1	+	TW	53	"886,757"	"3,088"	"11,664"	"14,752"	"0,209327548807"	"0,790672451193"	16	 pour le patient	1400	1416	1976	R	␣pourl⌫␣le␣patient	"0,264746227709"	
P+S1	+	TW	54	"895,365"	72	"5,52"	"5,592"	"0,0128755364807"	"0,987124463519"	1	s	1248	1249	1977	R	s	"0,0130434782609"	
P+S1	+	TW	55	"907,533"	"0,52"	"12,096"	"12,616"	"0,0412175015853"	"0,958782498415"	4	 du 	1308	1312	1981	R	␣du␣	"0,0429894179894"	
P+S1	+	TW	56	"911,293"	"4,344"	"3,24"	"7,584"	"0,572784810127"	"0,427215189873"	27	a un manque de connaissance	1312	1339	2008	R	a␣un␣manque␣de␣connaissance	"1,34074074074"	
P+S1	+	TW	57	"918,205"	"6,784"	"2,568"	"9,352"	"0,725406330197"	"0,274593669803"	29	" pour les ""nouvelles"" maladie"	1339	1368	2037	R	"␣pour␣les␣é⌫""nouvelles""␣maladie"	"2,64174454829"	
P+S1	+	TW	58	"928,325"	24	"3,336"	"3,36"	"0,00714285714286"	"0,992857142857"	1	s	1368	1369	2038	R	s	"0,00719424460432"	
P+S1	+	TW	59	"932,949"	"1,712"	"4,6"	"6,312"	"0,271229404309"	"0,728770595691"	9	 actuelle	1369	1378	2047	R	␣actuelle	"0,372173913043"	
P+S1	+	TW	60	"973,988"	"0,12"	"39,327"	"39,447"	"0,00304205643015"	"0,99695794357"	1	s	1734	1832	2048	R	s	"0,00305133877489"	
P+S1	+	TW	61	"996,284"	"7,56"	"22,176"	"29,736"	"0,254237288136"	"0,745762711864"	45	 mais qui parfois ne sont tout simplement pas	2048	2090	2090	R	⌫⌫⌫␣mais␣qui␣parfois␣ne␣sont␣tout␣simplement␣pas	"0,340909090909"	
P+S1	+	TW	62	"1005,58"	72	"1,736"	"1,808"	"0,0398230088496"	"0,96017699115"	1	 	2090	2091	2091	P	␣	"0,0414746543779"	
P+S1	+	TW	63	"1008,1"	"3,48"	"2,448"	"5,928"	"0,587044534413"	"0,412955465587"	22	utilisé à bon escient 	2091	2113	2113	P	utilisé␣à␣bon␣escient␣	"1,42156862745"	
P+S1	+	TW	64	"1040,948"	"0,08"	"29,368"	"29,448"	"0,0027166530834"	"0,997283346917"	1	.	2112	2113	2114	P	.	"0,00272405339145"	
P+S1	+	TW	65	"1078,843"	"39,408"	"37,815"	"77,223"	"0,510314284604"	"0,489685715396"	180	 et pour qui les croyances d'antant ne sont plus à jours face aux nouvelles maladies développer chez l'homme du à la pollution ou autres facteurs modernes ne pouvant être possible 	2113	2292	2293	RB	⌫␣et␣pour␣qui␣les␣croyances␣d'antant␣ne␣sont␣plus␣à␣jours␣face␣aux␣nouvelles␣maladies␣développer␣chez␣l'himm⌫⌫⌫omme␣du␣à␣la␣pollution␣ou␣autres␣facteurs␣modernes␣ne␣pouvant␣être␣possible␣	"1,04212614042"	
P+S1	+	TW	66	"1124,219"	"7,008"	"5,968"	"12,976"	"0,540073982737"	"0,459926017263"	19	qui n'existait pas 	2292	2286	2287	R	⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫qui␣n'existait␣pas␣	"1,17426273458"	
P+S1	+	TW	67	"1133,067"	"9,144"	"1,84"	"10,984"	"0,832483612527"	"0,167516387473"	29	dans les courant de création 	2286	2315	2316	P	dans␣e⌫le␣coura⌫⌫⌫⌫⌫⌫s␣courant␣de␣création␣	"4,96956521739"	
P+S1	+	TW	68	"1145,435"	"1,088"	"3,224"	"4,312"	"0,252319109462"	"0,747680890538"	8	de diago	2315	2323	2324	P	de␣diago	"0,33746898263"	
P+S1	+	TW	69	"1149,731"	"2,552"	"3,208"	"5,76"	"0,443055555556"	"0,556944444444"	7	nostic 	2323	2329	2330	RB	⌫nostic␣	"0,795511221945"	
P+S1	+	TW	70	"1157,611"	"2,144"	"5,328"	"7,472"	"0,286937901499"	"0,713062098501"	15	de la madecine 	2329	2344	2345	P	de␣la␣madecine␣	"0,402402402402"	
P+S1	+	TW	71	"1164,187"	"0,24"	"4,432"	"4,672"	"0,0513698630137"	"0,948630136986"	1	é	2337	2343	2345	RB	⌫é	"0,0541516245487"	
P+S1	+	TW	72	"1166,459"	"2,616"	"2,032"	"4,648"	"0,562822719449"	"0,437177280551"	14	 alternative. 	2343	2357	2359	P	␣alternative.␣	"1,2874015748"	
P+S1	+	TW	73	"1231,746"	"18,56"	"62,671"	"81,231"	"0,228484199382"	"0,771515800618"	61	La médecine alternative n'est-elle qu'un tissue de mensonge? 	0	61	2420	R	La␣dec⌫⌫⌫médecine␣tra⌫⌫⌫alternative␣n'est␣⌫-t'⌫⌫elle␣qu'un␣tissue␣de␣mensonge?␣	"0,296149734327"	
P+S1	+	TW	74	"1258,322"	72	"8,016"	"8,088"	"0,00890207715134"	"0,991097922849"	0		105	105	2419	R	⌫	"0,00898203592814"	
P+S1	+	TW	75	"1263,89"	"8,048"	"5,496"	"13,544"	"0,594211458949"	"0,405788541051"	39	 qui fait énormément débat de nos jours	134	173	2458	R	␣qui␣fait␣énormément␣débat␣de␣nos␣jours	"1,46433770015"	
P+S1	+	TW	76	"1276,586"	"20,559"	"4,648"	"25,207"	"0,815606775896"	"0,184393224104"	80	 et qui divisent les personnes en deux courant de pensé face à ces deux méthodes	173	253	2538	R	␣et␣quidivis⌫⌫⌫⌫⌫␣divisent␣les␣gen⌫⌫⌫persoo⌫nnes␣endeux⌫⌫⌫⌫␣deux␣courant␣de␣pensé␣face␣à␣ces␣deux␣é⌫méthodes	"4,42319277108"	
P+S1	+	TW	77	"1390,448"	56	"93,303"	"93,359"	"0,000599835045363"	"0,999400164955"	1	s	1557	1641	2539	R	s	"0,000600195063396"	
P+S1	+	TW	78	"1399,864"	88	"9,36"	"9,448"	"0,00931414055885"	"0,990685859441"	1	s	1487	1571	2540	R	s	"0,00940170940171"	
P+S1	+	TW	79	"1468,264"	"15,592"	"68,312"	"83,904"	"0,185831426392"	"0,814168573608"	71	 ainsi que d'en connaître plus profondéments les causes et les symtômes	2070	2141	2611	R	␣ainsi␣que␣d'en␣connaître␣plus␣profondéments␣les␣causes␣et␣les␣symtômes	"0,228246867315"	
P+S1	+	TW	80	"1491,984"	"4,423"	"8,128"	"12,551"	"0,352402199028"	"0,647597800972"	2	.C	2145	2144	2609	R	⌫⌫⌫⌫.␣⌫C	"0,544168307087"	
P+S1	+	TW	81	"1501,695"	56	"5,288"	"5,344"	"0,0104790419162"	"0,989520958084"	1	s	2245	2246	2610	R	s	"0,0105900151286"	
P+S1	+	TW	82	"1516,903"	"2,808"	"15,152"	"17,96"	"0,156347438753"	"0,843652561247"	3	ées	2458	2459	2611	R	"⌫⌫""⌫ées"	"0,185322069694"	
P+S1	+	TW	83	"1533,807"	"16,456"	"14,096"	"30,552"	"0,538622676093"	"0,461377323907"	75	 et ne pouvant donc pas avoir les remèdes adéquates pour certains symtômes.	2608	2677	2685	RB	⌫␣et␣ne␣pouvant␣donc␣pas␣avoir␣les␣remèdes␣adéquates␣pour␣certains␣symtômes.	"1,16742338252"	
P+S1	+	TW	84	"1552,879"	56	"2,616"	"2,672"	"0,0209580838323"	"0,979041916168"	1	p	2676	2680	2686	RB	p	"0,0214067278287"	
P+S1	+	TW	85	"1564,103"	64	"11,168"	"11,232"	"0,00569800569801"	"0,994301994302"	1	p	2136	2238	2687	R	p	"0,00573065902579"	
P+S10	+	TW	1	"8,352"	"20,32"		"20,32"	1	0	41	L'aéroport de Poitiers souhaite modifier 	2	41	41	P	Il␣s'za⌫⌫⌫⌫⌫⌫⌫L'aéroport␣de␣Poitiers␣souhaite␣modifier␣		
P+S10	+	TW	2	"34,607"	"2,344"	"5,935"	"8,279"	"0,283125981399"	"0,716874018601"	4	  - 	41	45	45	RB	␣␣-␣	"0,394945240101"	
P+S10	+	TW	3	"59,623"	"24,552"	"22,672"	"47,224"	"0,519905132983"	"0,480094867017"	60	pollution atmospherique : terre - bien être des habitants - 	45	105	105	RB	"ga⌫⌫pollution␣atmospherique␣:␣terre␣-␣bo⌫ien␣t⌫être␣,⌫⌫␣des␣habitants␣-␣"	"1,08292166549"	
P+S10	+	TW	4	"90,582"	"23,496"	"6,407"	"29,903"	"0,785740561148"	"0,214259438852"	50	" en revanche,  - le cout important des reductions "	105	155	155	P	"␣␣⌫en␣rec⌫nch⌫⌫⌫venche;⌫,␣␣⌫⌫⌫⌫⌫⌫⌫⌫anche,␣␣-␣le␣cout␣important␣des␣reductions␣"	"3,66723895739"	
P+S10	+	TW	5	"124,006"	"1,4"	"9,928"	"11,328"	"0,123587570621"	"0,876412429379"	3	 - 	155	158	158	P	␣-␣	"0,141015310234"	
P+S10	+	TW	6	"145,565"	"0,12"	"20,159"	"20,279"	"0,00591745155087"	"0,994082548449"	1	 	40	41	159	R	␣	"0,00595267622402"	
P+S10	+	TW	7	"156,741"	"19,52"	"11,056"	"30,576"	"0,638409209838"	"0,361590790162"	3	La 	46	60	160	R	⌫⌫␣i␣l␣⌫⌫⌫⌫⌫Il␣s'agit␣de␣ù⌫montrer⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫La␣	"1,76555716353"	
P+S10	+	TW	8	"182,477"	"5,152"	"6,216"	"11,368"	"0,453201970443"	"0,546798029557"	16	 est un facteur 	70	86	176	R	␣est␣un␣facteur␣	"0,828828828829"	
P+S10	+	TW	9	"231,924"	"38,575"	"44,295"	"82,87"	"0,465488113913"	"0,534511886087"	49	 clé de la destruction l et de la couche d'ozone 	85	146	225	R	␣de␣⌫⌫⌫clé␣⌫⌫⌫lé␣de␣la␣destru⌫⌫ruction␣de⌫⌫la␣planète⌫⌫⌫⌫⌫⌫⌫.␣␣⌫⌫⌫⌫⌫␣et␣de␣la␣couche␣d'ozone␣	"0,870865786206"	
P+S10	+	TW	10	"275,483"	"21,152"	"4,984"	"26,136"	"0,809305172942"	"0,190694827058"	30	" : rechauffement climatique,  "	146	98	230	R	"⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫,␣⌫⌫,␣⌫⌫␣:␣rechauffement␣climatique,␣␣"	"4,24398073836"	
P+S10	+	TW	11	"302,402"	"4,48"	"5,767"	"10,247"	"0,437201132039"	"0,562798867961"	9	generant 	123	131	238	R	⌫genrant⌫⌫⌫era⌫⌫⌫⌫erant␣	"0,776833709034"	
P+S10	+	TW	12	"312,85"	"2,752"	"5,968"	"8,72"	"0,315596330275"	"0,684403669725"	4	une 	131	135	242	R	une␣destruc⌫⌫⌫⌫⌫⌫⌫	"0,461126005362"	
P+S10	+	TW	13	"324,45"	"3,632"	"8,848"	"12,48"	"0,291025641026"	"0,708974358974"	8	de l'air	70	157	237	R	⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫de␣l'air	"0,410488245931"	
P+S10	+	TW	14	"336,858"	"3,864"	"8,776"	"12,64"	"0,305696202532"	"0,694303797468"	8	. Le CO2	116	120	245	R	.␣Le␣CO2	"0,440291704649"	
P+S10	+	TW	15	"345,69"	"8,872"	"4,968"	"13,84"	"0,641040462428"	"0,358959537572"	32	'activité humaine et le rejet de	120	74	276	R	⌫'activité␣humaine␣et␣le␣rejt␣de␣⌫⌫⌫⌫⌫er␣⌫⌫t␣de	"1,78582930757"	
P+S10	+	TW	16	"361,761"	"11,984"	"7,199"	"19,183"	"0,624719803993"	"0,375280196007"	34	 notamment l'utilisation en masse 	136	170	310	R	␣notamment␣l'utilisation␣massive␣⌫⌫⌫⌫⌫⌫⌫⌫enj␣⌫⌫␣masse␣	"1,6646756494"	
P+S10	+	TW	17	"379,513"	"10,288"	"5,768"	"16,056"	"0,640757349278"	"0,359242650722"	0		170	170	310	R	de␣transports␣tells␣qu⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫	"1,78363384189"	
P+S10	+	TW	18	"394,977"	"48,799"	"5,176"	"53,975"	"0,904103751737"	"0,0958962482631"	61	de transports polluants tel que l'aviationimportant generant 	170	264	371	R	d⌫de␣transports␣polluants␣tel␣que␣l'aviation⌫⌫⌫⌫⌫⌫⌫⌫⌫'aviation␣contribue␣a⌫⌫⌫⌫⌫u⌫⌫␣un⌫⌫⌫⌫⌫⌫⌫⌫⌫important␣⌫.␣⌫⌫␣genrera⌫⌫⌫⌫erant␣	"9,4279366306"	
P+S10	+	TW	19	"449,208"	"2,704"	"5,432"	"8,136"	"0,332350049164"	"0,667649950836"	13	 destruction 	264	276	383	R	⌫␣destruction␣	"0,497790868925"	
P+S10	+	TW	20	"456,36"	"11,535"	"4,448"	"15,983"	"0,72170431083"	"0,27829568917"	27	de la couche d'ozone et u. 	276	329	410	R	de␣la␣couche␣d'ozone␣et␣un⌫.␣	"2,59330035971"	
P+S10	+	TW	21	"473,135"	"39,24"	"5,24"	"44,48"	"0,882194244604"	"0,117805755396"	96	 L'idée de réduire le rejet de gazs au dessus des habitations et de toute trace de civilisation 	329	426	505	R	"Il␣⌫⌫⌫⌫␣L'idée␣de␣rédui⌫ire␣le␣rejet␣de␣gazs␣au␣dessu␣⌫⌫⌫⌫⌫essus␣des␣habitations,␣⌫⌫␣et␣de␣toute␣trace␣de␣civilisation␣r⌫"	"7,48854961832"	
P+S10	+	TW	22	"516,751"	"1,848"	"4,376"	"6,224"	"0,296915167095"	"0,703084832905"	12	serait donc 	426	438	517	P	serait␣donc␣	"0,422303473492"	
P+S10	+	TW	23	"527,63"	"10,552"	"9,031"	"19,583"	"0,538834703569"	"0,461165296431"	10	bonne. Le 	438	470	527	P	idéal⌫⌫⌫⌫⌫bonne.␣Le␣	"1,16841988706"	
